date,campaign_id,campaign_name,impressions,clicks,spend,conversions,extracted_at
2026-06-20,F-1003,aurelia|prospecting|meta|may26,10608,105,95.94,4,2026-08-01 03:12:44
2026-06-21,F-1003,aurelia|prospecting|meta|may26,12164,118,123.95,4,2026-08-01 03:12:44
2026-06-22,F-1003,aurelia|prospecting|meta|may26,13066,146,134.76,3,2026-08-01 03:12:44
2026-06-23,F-1003,aurelia|prospecting|meta|may26,17537,191,161.12,5,2026-08-01 03:12:44
2026-06-24,F-1003,aurelia|prospecting|meta|may26,15182,130,155.76,4,2026-08-01 03:12:44
2026-06-25,F-1003,aurelia|prospecting|meta|may26,15314,154,141.11,2,2026-08-01 03:12:44
2026-06-26,F-1003,aurelia|prospecting|meta|may26,19158,176,168.56,8,2026-08-01 03:12:44
2026-06-27,F-1003,aurelia|prospecting|meta|may26,10867,123,99.8,0,2026-08-01 03:12:44
2026-06-28,F-1003,aurelia|prospecting|meta|may26,9523,94,99.31,1,2026-08-01 03:12:44
2026-06-29,F-1003,aurelia|prospecting|meta|may26,19413,176,179.25,5,2026-08-01 03:12:44
2026-06-30,F-1003,aurelia|prospecting|meta|may26,21299,208,193.84,8,2026-08-01 03:12:44
2026-07-01,F-1003,aurelia|prospecting|meta|may26,18087,197,172.32,6,2026-08-01 03:12:44
2026-07-02,F-1003,aurelia|prospecting|meta|may26,20477,214,178.27,3,2026-08-01 03:12:44
2026-07-03,F-1003,aurelia|prospecting|meta|may26,13306,145,131.64,4,2026-08-01 03:12:44
2026-07-04,F-1003,aurelia|prospecting|meta|may26,12741,116,119.5,1,2026-08-01 03:12:44
2026-07-05,F-1003,aurelia|prospecting|meta|may26,11092,120,98.8,2,2026-08-01 03:12:44
2026-07-06,F-1003,aurelia|prospecting|meta|may26,16832,165,158.59,4,2026-08-01 03:12:44
2026-07-07,F-1003,aurelia|prospecting|meta|may26,15315,158,146.36,5,2026-08-01 03:12:44
2026-07-08,F-1003,aurelia|prospecting|meta|may26,16694,160,159.89,0,2026-08-01 03:12:44
2026-07-09,F-1003,aurelia|prospecting|meta|may26,15640,153,149.43,0,2026-08-01 03:12:44
2026-07-10,F-1003,aurelia|prospecting|meta|may26,18181,204,167.35,0,2026-08-01 03:12:44
2026-07-11,F-1003,aurelia|prospecting|meta|may26,11237,127,117.81,0,2026-08-01 03:12:44
2026-07-12,F-1003,aurelia|prospecting|meta|may26,11330,115,110.54,3,2026-08-01 03:12:44
2026-07-13,F-1003,aurelia|prospecting|meta|may26,19700,192,187.32,5,2026-08-01 03:12:44
2026-07-14,F-1003,aurelia|prospecting|meta|may26,18432,181,165.54,9,2026-08-01 03:12:44
2026-07-15,F-1003,aurelia|prospecting|meta|may26,17376,191,153.06,9,2026-08-01 03:12:44
2026-07-16,F-1003,aurelia|prospecting|meta|may26,17803,203,171.87,5,2026-08-01 03:12:44
2026-07-17,F-1003,aurelia|prospecting|meta|may26,12782,145,133.21,2,2026-08-01 03:12:44
2026-07-18,F-1003,aurelia|prospecting|meta|may26,10461,100,106.83,5,2026-08-01 03:12:44
2026-07-19,F-1003,aurelia|prospecting|meta|may26,12576,108,125.66,5,2026-08-01 03:12:44
2026-07-20,F-1003,aurelia|prospecting|meta|may26,17657,188,161.58,3,2026-08-01 03:12:44
2026-07-21,F-1003,aurelia|prospecting|meta|may26,21936,237,192.08,5,2026-08-01 03:12:44
2026-07-22,F-1003,aurelia|prospecting|meta|may26,16517,172,168.98,6,2026-08-01 03:12:44
2026-07-23,F-1003,aurelia|prospecting|meta|may26,21805,244,195.85,10,2026-08-01 03:12:44
2026-07-24,F-1003,aurelia|prospecting|meta|may26,14556,129,146.45,8,2026-08-01 03:12:44
2026-07-25,F-1003,aurelia|prospecting|meta|may26,13364,142,125.99,5,2026-08-01 03:12:44
2026-07-26,F-1003,aurelia|prospecting|meta|may26,9047,89,94.29,0,2026-08-01 03:12:44
2026-07-27,F-1003,aurelia|prospecting|meta|may26,17188,181,149.24,5,2026-08-01 03:12:44
2026-07-28,F-1003,aurelia|prospecting|meta|may26,21911,230,193.74,3,2026-08-01 03:12:44
2026-07-29,F-1003,aurelia|prospecting|meta|may26,20636,216,191.4,6,2026-08-01 03:12:44
2026-07-29,F-1003,aurelia|prospecting|meta|may26,20636,216,208.65,8,2026-08-04 03:09:10
2026-07-30,F-1003,aurelia|prospecting|meta|may26,21976,218,176.66,5,2026-08-01 03:12:44
2026-07-30,F-1003,aurelia|prospecting|meta|may26,21976,218,192.32,7,2026-08-04 03:09:10
2026-07-31,F-1003,aurelia|prospecting|meta|may26,19158,208,152.74,6,2026-08-01 03:12:44
2026-07-31,F-1003,aurelia|prospecting|meta|may26,19158,208,165.69,8,2026-08-04 03:09:10
2026-05-01,F-1004,PeakFuel_US_Meta_Conversions,26508,340,268.67,11,2026-08-01 03:12:44
2026-05-02,F-1004,PeakFuel_US_Meta_Conversions,19742,212,171.26,11,2026-08-01 03:12:44
2026-05-03,F-1004,PeakFuel_US_Meta_Conversions,15948,192,161.79,9,2026-08-01 03:12:44
2026-05-04,F-1004,PeakFuel_US_Meta_Conversions,31809,355,306.24,22,2026-08-01 03:12:44
2026-05-05,F-1004,PeakFuel_US_Meta_Conversions,28024,288,264.24,18,2026-08-01 03:12:44
2026-05-06,F-1004,PeakFuel_US_Meta_Conversions,34799,454,319.81,26,2026-08-01 03:12:44
2026-05-07,F-1004,PeakFuel_US_Meta_Conversions,25593,293,238.96,19,2026-08-01 03:12:44
2026-05-08,F-1004,PeakFuel_US_Meta_Conversions,23282,298,229.32,12,2026-08-01 03:12:44
2026-05-09,F-1004,PeakFuel_US_Meta_Conversions,23346,281,203.18,14,2026-08-01 03:12:44
2026-05-10,F-1004,PeakFuel_US_Meta_Conversions,20414,278,193.46,18,2026-08-01 03:12:44
2026-05-11,F-1004,PeakFuel_US_Meta_Conversions,28750,311,261.95,13,2026-08-01 03:12:44
2026-05-12,F-1004,PeakFuel_US_Meta_Conversions,36727,451,325.35,25,2026-08-01 03:12:44
2026-05-13,F-1004,PeakFuel_US_Meta_Conversions,25245,334,244.96,17,2026-08-01 03:12:44
2026-05-14,F-1004,PeakFuel_US_Meta_Conversions,26566,303,274.41,13,2026-08-01 03:12:44
2026-05-15,F-1004,PeakFuel_US_Meta_Conversions,21760,244,211.82,11,2026-08-01 03:12:44
2026-05-16,F-1004,PeakFuel_US_Meta_Conversions,23069,294,204.07,17,2026-08-01 03:12:44
2026-05-17,F-1004,PeakFuel_US_Meta_Conversions,20929,281,192.24,11,2026-08-01 03:12:44
2026-05-18,F-1004,PeakFuel_US_Meta_Conversions,25554,308,222.63,13,2026-08-01 03:12:44
2026-05-19,F-1004,PeakFuel_US_Meta_Conversions,34218,410,304.25,11,2026-08-01 03:12:44
2026-05-20,F-1004,PeakFuel_US_Meta_Conversions,31359,342,278.12,23,2026-08-01 03:12:44
2026-05-21,F-1004,PeakFuel_US_Meta_Conversions,30176,337,271.96,14,2026-08-01 03:12:44
2026-05-22,F-1004,PeakFuel_US_Meta_Conversions,25290,324,244.78,19,2026-08-01 03:12:44
2026-05-23,F-1004,PeakFuel_US_Meta_Conversions,22298,262,218.89,11,2026-08-01 03:12:44
2026-05-24,F-1004,PeakFuel_US_Meta_Conversions,16945,206,170.23,14,2026-08-01 03:12:44
2026-05-25,F-1004,PeakFuel_US_Meta_Conversions,28560,387,257.67,20,2026-08-01 03:12:44
2026-05-26,F-1004,PeakFuel_US_Meta_Conversions,28598,319,287.83,10,2026-08-01 03:12:44
2026-05-27,F-1004,PeakFuel_US_Meta_Conversions,36992,462,323.46,25,2026-08-01 03:12:44
2026-05-28,F-1004,PeakFuel_US_Meta_Conversions,29286,393,287.51,16,2026-08-01 03:12:44
2026-05-29,F-1004,PeakFuel_US_Meta_Conversions,25381,316,244.22,12,2026-08-01 03:12:44
2026-05-30,F-1004,PeakFuel_US_Meta_Conversions,20627,265,201.29,16,2026-08-01 03:12:44
2026-05-31,F-1004,PeakFuel_US_Meta_Conversions,19523,260,174.89,23,2026-08-01 03:12:44
2026-06-01,F-1004,PeakFuel_US_Meta_Conversions,33210,346,291.9,14,2026-08-01 03:12:44
2026-06-02,F-1004,PeakFuel_US_Meta_Conversions,26380,332,268.0,15,2026-08-01 03:12:44
2026-06-03,F-1004,PeakFuel_US_Meta_Conversions,28355,376,279.3,23,2026-08-01 03:12:44
2026-06-04,F-1004,PeakFuel_US_Meta_Conversions,22895,280,238.77,17,2026-08-01 03:12:44
2026-06-05,F-1004,PeakFuel_US_Meta_Conversions,25887,322,262.43,19,2026-08-01 03:12:44
2026-06-06,F-1004,PeakFuel_US_Meta_Conversions,18604,202,172.21,12,2026-08-01 03:12:44
2026-06-07,F-1004,PeakFuel_US_Meta_Conversions,22707,282,216.95,14,2026-08-01 03:12:44
2026-06-08,F-1004,PeakFuel_US_Meta_Conversions,30187,372,291.14,20,2026-08-01 03:12:44
2026-06-09,F-1004,PeakFuel_US_Meta_Conversions,30000,412,300.72,23,2026-08-01 03:12:44
2026-06-10,F-1004,PeakFuel_US_Meta_Conversions,34260,374,328.81,23,2026-08-01 03:12:44
2026-06-11,F-1004,PeakFuel_US_Meta_Conversions,33327,409,295.66,14,2026-08-01 03:12:44
2026-06-12,F-1004,PeakFuel_US_Meta_Conversions,26163,350,249.21,14,2026-08-01 03:12:44
2026-06-13,F-1004,PeakFuel_US_Meta_Conversions,22099,302,232.73,18,2026-08-01 03:12:44
2026-06-14,F-1004,PeakFuel_US_Meta_Conversions,22977,273,216.44,20,2026-08-01 03:12:44
2026-06-14,F-1004,PeakFuel_US_Meta_Conversions,22977,273,216.44,20,2026-08-01 03:12:44
2026-06-15,F-1004,PKF_US_Meta_Conversions,28022,336,286.09,18,2026-08-01 03:12:44
2026-06-16,F-1004,PKF_US_Meta_Conversions,27611,315,250.78,18,2026-08-01 03:12:44
2026-06-17,F-1004,PKF_US_Meta_Conversions,30453,387,264.06,20,2026-08-01 03:12:44
2026-06-18,F-1004,PKF_US_Meta_Conversions,31142,331,296.99,21,2026-08-01 03:12:44
2026-06-19,F-1004,PKF_US_Meta_Conversions,34529,430,313.03,18,2026-08-01 03:12:44
2026-06-20,F-1004,PKF_US_Meta_Conversions,22959,237,229.83,11,2026-08-01 03:12:44
2026-06-21,F-1004,PKF_US_Meta_Conversions,20998,284,212.46,16,2026-08-01 03:12:44
2026-06-22,F-1004,PKF_US_Meta_Conversions,29842,327,310.68,24,2026-08-01 03:12:44
2026-06-23,F-1004,PKF_US_Meta_Conversions,32389,435,283.05,19,2026-08-01 03:12:44
2026-06-24,F-1004,PKF_US_Meta_Conversions,38298,401,336.23,21,2026-08-01 03:12:44
2026-06-25,F-1004,PKF_US_Meta_Conversions,34284,458,311.63,32,2026-08-01 03:12:44
2026-06-26,F-1004,PKF_US_Meta_Conversions,30790,356,297.62,16,2026-08-01 03:12:44
2026-06-27,F-1004,PKF_US_Meta_Conversions,19441,211,183.13,8,2026-08-01 03:12:44
2026-06-28,F-1004,PKF_US_Meta_Conversions,20448,261,215.66,11,2026-08-01 03:12:44
2026-06-29,F-1004,PKF_US_Meta_Conversions,37325,486,349.71,21,2026-08-01 03:12:44
2026-06-30,F-1004,PKF_US_Meta_Conversions,31414,354,322.52,21,2026-08-01 03:12:44
2026-07-01,F-1004,PKF_US_Meta_Conversions,42700,437,375.41,26,2026-08-01 03:12:44
2026-07-02,F-1004,PKF_US_Meta_Conversions,27791,341,266.67,13,2026-08-01 03:12:44
2026-07-03,F-1004,PKF_US_Meta_Conversions,27711,285,263.94,18,2026-08-01 03:12:44
2026-07-04,F-1004,PKF_US_Meta_Conversions,27254,365,253.49,21,2026-08-01 03:12:44
2026-07-05,F-1004,PKF_US_Meta_Conversions,17819,188,184.98,17,2026-08-01 03:12:44
2026-07-06,F-1004,PKF_US_Meta_Conversions,33530,421,325.78,20,2026-08-01 03:12:44
2026-07-07,F-1004,PKF_US_Meta_Conversions,39761,459,375.07,32,2026-08-01 03:12:44
2026-07-08,F-1004,PKF_US_Meta_Conversions,37156,457,375.81,0,2026-08-01 03:12:44
2026-07-09,F-1004,PKF_US_Meta_Conversions,27194,369,257.76,0,2026-08-01 03:12:44
2026-07-10,F-1004,PKF_US_Meta_Conversions,30194,377,264.47,0,2026-08-01 03:12:44
2026-07-11,F-1004,PKF_US_Meta_Conversions,26824,293,243.64,0,2026-08-01 03:12:44
2026-07-12,F-1004,PKF_US_Meta_Conversions,23326,313,219.16,18,2026-08-01 03:12:44
2026-07-13,F-1004,PKF_US_Meta_Conversions,25254,286,260.29,15,2026-08-01 03:12:44
2026-07-14,F-1004,PKF_US_Meta_Conversions,38147,451,332.63,20,2026-08-01 03:12:44
2026-07-15,F-1004,PKF_US_Meta_Conversions,39749,471,390.27,19,2026-08-01 03:12:44
2026-07-16,F-1004,PKF_US_Meta_Conversions,31787,341,328.73,18,2026-08-01 03:12:44
2026-07-17,F-1004,PKF_US_Meta_Conversions,36291,449,331.74,20,2026-08-01 03:12:44
2026-07-18,F-1004,PKF_US_Meta_Conversions,24040,330,253.67,19,2026-08-01 03:12:44
2026-07-19,F-1004,PKF_US_Meta_Conversions,20076,214,192.87,10,2026-08-01 03:12:44
2026-07-20,F-1004,PKF_US_Meta_Conversions,34533,389,319.86,25,2026-08-01 03:12:44
2026-07-21,F-1004,PKF_US_Meta_Conversions,33825,381,326.39,19,2026-08-01 03:12:44
2026-07-22,F-1004,PKF_US_Meta_Conversions,36351,472,335.56,31,2026-08-01 03:12:44
2026-07-23,F-1004,PKF_US_Meta_Conversions,31218,346,283.86,19,2026-08-01 03:12:44
2026-07-24,F-1004,PKF_US_Meta_Conversions,30677,335,285.19,26,2026-08-01 03:12:44
2026-07-25,F-1004,PKF_US_Meta_Conversions,21554,275,209.25,18,2026-08-01 03:12:44
2026-07-26,F-1004,PKF_US_Meta_Conversions,21610,228,219.92,12,2026-08-01 03:12:44
2026-07-27,F-1004,PKF_US_Meta_Conversions,40637,465,365.4,19,2026-08-01 03:12:44
2026-07-28,F-1004,PKF_US_Meta_Conversions,34743,376,364.85,15,2026-08-01 03:12:44
2026-07-29,F-1004,PKF_US_Meta_Conversions,33496,417,295.64,12,2026-08-01 03:12:44
2026-07-29,F-1004,PKF_US_Meta_Conversions,33496,417,331.26,16,2026-08-04 03:09:10
2026-07-30,F-1004,PKF_US_Meta_Conversions,39480,420,303.4,14,2026-08-01 03:12:44
2026-07-30,F-1004,PKF_US_Meta_Conversions,39480,420,342.25,18,2026-08-04 03:09:10
2026-07-31,F-1004,PKF_US_Meta_Conversions,32090,369,298.4,13,2026-08-01 03:12:44
2026-07-31,F-1004,PKF_US_Meta_Conversions,32090,369,330.58,16,2026-08-04 03:09:10
2026-05-01,F-1005,PeakFuel_CA_Meta_Prospecting,12517,145,122.1,8,2026-08-01 03:12:44
2026-05-02,F-1005,PeakFuel_CA_Meta_Prospecting,13110,155,115.0,6,2026-08-01 03:12:44
2026-05-03,F-1005,PeakFuel_CA_Meta_Prospecting,12371,120,109.87,5,2026-08-01 03:12:44
2026-05-04,F-1005,PeakFuel_CA_Meta_Prospecting,15666,184,150.45,6,2026-08-01 03:12:44
2026-05-05,F-1005,PeakFuel_CA_Meta_Prospecting,15462,185,142.35,3,2026-08-01 03:12:44
2026-05-06,F-1005,PeakFuel_CA_Meta_Prospecting,19808,221,178.68,7,2026-08-01 03:12:44
2026-05-07,F-1005,PeakFuel_CA_Meta_Prospecting,16949,165,174.45,7,2026-08-01 03:12:44
2026-05-08,F-1005,PeakFuel_CA_Meta_Prospecting,17862,168,158.46,4,2026-08-01 03:12:44
2026-05-09,F-1005,PeakFuel_CA_Meta_Prospecting,13143,144,122.42,3,2026-08-01 03:12:44
2026-05-10,F-1005,PeakFuel_CA_Meta_Prospecting,9860,104,89.68,6,2026-08-01 03:12:44
2026-05-11,F-1005,PeakFuel_CA_Meta_Prospecting,14695,145,145.4,2,2026-08-01 03:12:44
2026-05-12,F-1005,PeakFuel_CA_Meta_Prospecting,16534,186,158.01,7,2026-08-01 03:12:44
2026-05-13,F-1005,PeakFuel_CA_Meta_Prospecting,17519,190,151.92,6,2026-08-01 03:12:44
2026-05-14,F-1005,PeakFuel_CA_Meta_Prospecting,14844,147,136.86,6,2026-08-01 03:12:44
2026-05-15,F-1005,PeakFuel_CA_Meta_Prospecting,14819,162,149.16,6,2026-08-01 03:12:44
2026-05-16,F-1005,PeakFuel_CA_Meta_Prospecting,10326,122,104.27,5,2026-08-01 03:12:44
2026-05-17,F-1005,PeakFuel_CA_Meta_Prospecting,10330,125,91.68,9,2026-08-01 03:12:44
2026-05-18,F-1005,PeakFuel_CA_Meta_Prospecting,19507,204,178.67,12,2026-08-01 03:12:44
2026-05-19,F-1005,PeakFuel_CA_Meta_Prospecting,14255,145,143.02,2,2026-08-01 03:12:44
2026-05-20,F-1005,PeakFuel_CA_Meta_Prospecting,14927,153,149.17,7,2026-08-01 03:12:44
2026-05-21,F-1005,PeakFuel_CA_Meta_Prospecting,18738,226,173.0,15,2026-08-01 03:12:44
2026-05-22,F-1005,PeakFuel_CA_Meta_Prospecting,13349,129,136.09,6,2026-08-01 03:12:44
2026-05-23,F-1005,PeakFuel_CA_Meta_Prospecting,11940,133,103.96,6,2026-08-01 03:12:44
2026-05-24,F-1005,PeakFuel_CA_Meta_Prospecting,13354,145,117.69,7,2026-08-01 03:12:44
2026-05-25,F-1005,PeakFuel_CA_Meta_Prospecting,14780,181,146.14,10,2026-08-01 03:12:44
2026-05-26,F-1005,PeakFuel_CA_Meta_Prospecting,16507,184,166.98,9,2026-08-01 03:12:44
2026-05-27,F-1005,PeakFuel_CA_Meta_Prospecting,16159,173,155.2,3,2026-08-01 03:12:44
2026-05-28,F-1005,PeakFuel_CA_Meta_Prospecting,13337,164,139.69,8,2026-08-01 03:12:44
2026-05-29,F-1005,PeakFuel_CA_Meta_Prospecting,16965,206,157.38,9,2026-08-01 03:12:44
2026-05-30,F-1005,PeakFuel_CA_Meta_Prospecting,10540,131,95.66,9,2026-08-01 03:12:44
2026-05-31,F-1005,PeakFuel_CA_Meta_Prospecting,9423,103,93.96,4,2026-08-01 03:12:44
2026-06-01,F-1005,PeakFuel_CA_Meta_Prospecting,18703,191,166.47,9,2026-08-01 03:12:44
2026-06-02,F-1005,PeakFuel_CA_Meta_Prospecting,15772,181,139.15,6,2026-08-01 03:12:44
2026-06-03,F-1005,PeakFuel_CA_Meta_Prospecting,21630,259,187.57,9,2026-08-01 03:12:44
2026-06-04,F-1005,PeakFuel_CA_Meta_Prospecting,19625,205,171.9,12,2026-08-01 03:12:44
2026-06-05,F-1005,PeakFuel_CA_Meta_Prospecting,14187,174,142.77,9,2026-08-01 03:12:44
2026-06-06,F-1005,PeakFuel_CA_Meta_Prospecting,13194,152,126.95,5,2026-08-01 03:12:44
2026-06-07,F-1005,PeakFuel_CA_Meta_Prospecting,11034,111,98.52,2,2026-08-01 03:12:44
2026-06-08,F-1005,PeakFuel_CA_Meta_Prospecting,20456,221,182.02,12,2026-08-01 03:12:44
2026-06-09,F-1005,PeakFuel_CA_Meta_Prospecting,14243,168,146.35,8,2026-08-01 03:12:44
2026-06-10,F-1005,PeakFuel_CA_Meta_Prospecting,16455,166,167.04,3,2026-08-01 03:12:44
2026-06-11,F-1005,PeakFuel_CA_Meta_Prospecting,16892,164,151.41,6,2026-08-01 03:12:44
2026-06-12,F-1005,PeakFuel_CA_Meta_Prospecting,16069,170,141.5,10,2026-08-01 03:12:44
2026-06-13,F-1005,PeakFuel_CA_Meta_Prospecting,11648,112,111.14,4,2026-08-01 03:12:44
2026-06-14,F-1005,PeakFuel_CA_Meta_Prospecting,11036,135,101.69,2,2026-08-01 03:12:44
2026-06-14,F-1005,PeakFuel_CA_Meta_Prospecting,11036,135,101.69,2,2026-08-01 03:12:44
2026-06-15,F-1005,PKF_CA_Meta_Prospecting,16833,188,158.48,4,2026-08-01 03:12:44
2026-06-16,F-1005,PKF_CA_Meta_Prospecting,13355,166,138.79,8,2026-08-01 03:12:44
2026-06-17,F-1005,PKF_CA_Meta_Prospecting,15285,146,153.0,9,2026-08-01 03:12:44
2026-06-18,F-1005,PKF_CA_Meta_Prospecting,15775,148,155.0,3,2026-08-01 03:12:44
2026-06-19,F-1005,PKF_CA_Meta_Prospecting,15408,146,138.67,2,2026-08-01 03:12:44
2026-06-20,F-1005,PKF_CA_Meta_Prospecting,10692,103,96.35,6,2026-08-01 03:12:44
2026-06-21,F-1005,PKF_CA_Meta_Prospecting,9955,123,95.23,4,2026-08-01 03:12:44
2026-06-22,F-1005,PKF_CA_Meta_Prospecting,14694,149,136.84,10,2026-08-01 03:12:44
2026-06-23,F-1005,PKF_CA_Meta_Prospecting,14722,160,154.17,3,2026-08-01 03:12:44
2026-06-24,F-1005,PKF_CA_Meta_Prospecting,18287,205,160.79,4,2026-08-01 03:12:44
2026-06-25,F-1005,PKF_CA_Meta_Prospecting,17116,194,171.81,7,2026-08-01 03:12:44
2026-06-26,F-1005,PKF_CA_Meta_Prospecting,16300,159,168.42,10,2026-08-01 03:12:44
2026-06-27,F-1005,PKF_CA_Meta_Prospecting,14094,144,122.84,0,2026-08-01 03:12:44
2026-06-28,F-1005,PKF_CA_Meta_Prospecting,12115,142,108.28,4,2026-08-01 03:12:44
2026-06-29,F-1005,PKF_CA_Meta_Prospecting,17045,195,157.1,6,2026-08-01 03:12:44
2026-06-30,F-1005,PKF_CA_Meta_Prospecting,14461,144,152.46,7,2026-08-01 03:12:44
2026-07-01,F-1005,PKF_CA_Meta_Prospecting,21999,223,192.52,8,2026-08-01 03:12:44
2026-07-02,F-1005,PKF_CA_Meta_Prospecting,15719,178,151.37,5,2026-08-01 03:12:44
2026-07-03,F-1005,PKF_CA_Meta_Prospecting,16916,178,154.81,5,2026-08-01 03:12:44
2026-07-04,F-1005,PKF_CA_Meta_Prospecting,12491,156,123.37,10,2026-08-01 03:12:44
2026-07-05,F-1005,PKF_CA_Meta_Prospecting,11475,127,99.84,6,2026-08-01 03:12:44
2026-07-06,F-1005,PKF_CA_Meta_Prospecting,18471,229,189.28,14,2026-08-01 03:12:44
2026-07-07,F-1005,PKF_CA_Meta_Prospecting,18679,221,188.29,13,2026-08-01 03:12:44
2026-07-08,F-1005,PKF_CA_Meta_Prospecting,14455,168,143.77,0,2026-08-01 03:12:44
2026-07-09,F-1005,PKF_CA_Meta_Prospecting,15162,166,138.32,0,2026-08-01 03:12:44
2026-07-10,F-1005,PKF_CA_Meta_Prospecting,14828,165,137.34,0,2026-08-01 03:12:44
2026-07-11,F-1005,PKF_CA_Meta_Prospecting,13897,138,120.61,0,2026-08-01 03:12:44
2026-07-12,F-1005,PKF_CA_Meta_Prospecting,10232,122,102.96,5,2026-08-01 03:12:44
2026-07-13,F-1005,PKF_CA_Meta_Prospecting,15859,174,159.5,6,2026-08-01 03:12:44
2026-07-14,F-1005,PKF_CA_Meta_Prospecting,15918,177,155.85,7,2026-08-01 03:12:44
2026-07-15,F-1005,PKF_CA_Meta_Prospecting,21558,272,189.58,15,2026-08-01 03:12:44
2026-07-16,F-1005,PKF_CA_Meta_Prospecting,17384,170,181.74,7,2026-08-01 03:12:44
2026-07-17,F-1005,PKF_CA_Meta_Prospecting,15057,169,135.91,9,2026-08-01 03:12:44
2026-07-18,F-1005,PKF_CA_Meta_Prospecting,11904,142,102.9,4,2026-08-01 03:12:44
2026-07-19,F-1005,PKF_CA_Meta_Prospecting,9909,116,93.93,4,2026-08-01 03:12:44
2026-07-20,F-1005,PKF_CA_Meta_Prospecting,12749,154,133.93,5,2026-08-01 03:12:44
2026-07-21,F-1005,PKF_CA_Meta_Prospecting,16913,208,156.42,7,2026-08-01 03:12:44
2026-07-22,F-1005,PKF_CA_Meta_Prospecting,21278,266,185.24,10,2026-08-01 03:12:44
2026-07-23,F-1005,PKF_CA_Meta_Prospecting,19870,248,190.41,5,2026-08-01 03:12:44
2026-07-24,F-1005,PKF_CA_Meta_Prospecting,14675,159,142.29,8,2026-08-01 03:12:44
2026-07-25,F-1005,PKF_CA_Meta_Prospecting,12470,155,107.96,6,2026-08-01 03:12:44
2026-07-26,F-1005,PKF_CA_Meta_Prospecting,12949,145,123.81,5,2026-08-01 03:12:44
2026-07-27,F-1005,PKF_CA_Meta_Prospecting,20156,210,185.03,4,2026-08-01 03:12:44
2026-07-28,F-1005,PKF_CA_Meta_Prospecting,17225,209,179.4,11,2026-08-01 03:12:44
2026-07-29,F-1005,PKF_CA_Meta_Prospecting,17187,201,149.07,2,2026-08-01 03:12:44
2026-07-29,F-1005,PKF_CA_Meta_Prospecting,17187,201,164.8,3,2026-08-04 03:09:10
2026-07-30,F-1005,PKF_CA_Meta_Prospecting,16671,177,160.93,5,2026-08-01 03:12:44
2026-07-30,F-1005,PKF_CA_Meta_Prospecting,16671,177,173.74,7,2026-08-04 03:09:10
2026-07-31,F-1005,PKF_CA_Meta_Prospecting,15643,150,124.33,8,2026-08-01 03:12:44
2026-07-31,F-1005,PKF_CA_Meta_Prospecting,15643,150,137.11,10,2026-08-04 03:09:10
2026-05-01,F-1006,NMB_US_Meta_Prospecting_2026Q2,28526,292,300.39,6,2026-08-01 03:12:44
2026-05-02,F-1006,NMB_US_Meta_Prospecting_2026Q2,35198,325,307.06,15,2026-08-01 03:12:44
2026-05-03,F-1006,NMB_US_Meta_Prospecting_2026Q2,32785,318,304.74,10,2026-08-01 03:12:44
2026-05-04,F-1006,NMB_US_Meta_Prospecting_2026Q2,37773,329,378.37,11,2026-08-01 03:12:44
2026-05-05,F-1006,NMB_US_Meta_Prospecting_2026Q2,49380,518,443.54,13,2026-08-01 03:12:44
2026-05-06,F-1006,NMB_US_Meta_Prospecting_2026Q2,54472,585,474.56,8,2026-08-01 03:12:44
2026-05-07,F-1006,NMB_US_Meta_Prospecting_2026Q2,34804,385,331.01,10,2026-08-01 03:12:44
2026-05-08,F-1006,NMB_US_Meta_Prospecting_2026Q2,34703,296,304.31,8,2026-08-01 03:12:44
2026-05-09,F-1006,NMB_US_Meta_Prospecting_2026Q2,22758,229,239.76,4,2026-08-01 03:12:44
2026-05-10,F-1006,NMB_US_Meta_Prospecting_2026Q2,30659,267,298.36,6,2026-08-01 03:12:44
2026-05-11,F-1006,NMB_US_Meta_Prospecting_2026Q2,39799,374,365.27,14,2026-08-01 03:12:44
2026-05-12,F-1006,NMB_US_Meta_Prospecting_2026Q2,45331,479,444.38,8,2026-08-01 03:12:44
2026-05-13,F-1006,NMB_US_Meta_Prospecting_2026Q2,51140,536,485.19,14,2026-08-01 03:12:44
2026-05-14,F-1006,NMB_US_Meta_Prospecting_2026Q2,43947,462,400.28,12,2026-08-01 03:12:44
2026-05-15,F-1006,NMB_US_Meta_Prospecting_2026Q2,40859,354,414.7,12,2026-08-01 03:12:44
2026-05-16,F-1006,NMB_US_Meta_Prospecting_2026Q2,27352,239,261.38,8,2026-08-01 03:12:44
2026-05-17,F-1006,NMB_US_Meta_Prospecting_2026Q2,28456,299,282.45,4,2026-08-01 03:12:44
2026-05-18,F-1006,NMB_US_Meta_Prospecting_2026Q2,49069,420,439.93,12,2026-08-01 03:12:44
2026-05-19,F-1006,NMB_US_Meta_Prospecting_2026Q2,51813,528,468.93,12,2026-08-01 03:12:44
2026-05-20,F-1006,NMB_US_Meta_Prospecting_2026Q2,43395,427,422.56,15,2026-08-01 03:12:44
2026-05-21,F-1006,NMB_US_Meta_Prospecting_2026Q2,41851,422,400.95,13,2026-08-01 03:12:44
2026-05-22,F-1006,NMB_US_Meta_Prospecting_2026Q2,40774,432,400.15,7,2026-08-01 03:12:44
2026-05-23,F-1006,NMB_US_Meta_Prospecting_2026Q2,35647,336,326.74,12,2026-08-01 03:12:44
