date,campaign_id,impressions,clicks,cost,conversions
2026-06-24,G-2007,12807,246,297.02,1
2026-06-25,G-2007,11809,251,292.27,2
2026-06-26,G-2007,10853,211,249.77,1
2026-06-27,G-2007,8289,165,194.42,1
2026-06-28,G-2007,9214,195,232.34,2
2026-06-29,G-2007,13791,267,335.6,2
2026-06-30,G-2007,14467,268,358.94,4
2026-07-01,G-2007,12823,238,331.96,3
2026-07-02,G-2007,10900,205,277.31,2
2026-07-03,G-2007,10570,185,273.46,3
2026-07-04,G-2007,10535,546,219.51,1
2026-07-05,G-2007,15836,1747,232.88,0
2026-07-06,G-2007,23146,2532,336.35,0
2026-07-07,G-2007,21323,2130,326.83,0
2026-07-08,G-2007,19652,1918,297.39,0
2026-07-09,G-2007,18090,1394,296.52,0
2026-07-10,G-2007,10681,217,260.98,2
2026-07-11,G-2007,9936,202,236.5,3
2026-07-12,G-2007,9653,196,241.13,2
2026-07-13,G-2007,12029,245,292.59,3
2026-07-14,G-2007,15487,301,355.97,4
2026-07-15,G-2007,15081,321,374.53,6
2026-07-16,G-2007,11880,253,300.26,4
2026-07-17,G-2007,10290,228,262.97,2
2026-07-18,G-2007,9518,210,168.03,3
2026-07-19,G-2007,11452,250,0.0,7
2026-07-20,G-2007,15338,321,99.33,7
2026-07-21,G-2007,12716,225,305.03,6
2026-07-22,G-2007,14388,245,328.26,4
2026-07-23,G-2007,13823,252,319.35,3
2026-07-24,G-2007,14046,279,315.18,4
2026-07-25,G-2007,10982,215,243.12,4
2026-07-26,G-2007,12705,261,292.99,2
2026-07-27,G-2007,14195,303,344.96,4
2026-07-28,G-2007,14672,288,350.94,4
2026-07-29,G-2007,15738,283,357.79,5
2026-07-30,G-2007,12018,215,281.21,4
2026-07-31,G-2007,10471,211,273.78,4
2026-05-01,G-2101,1496,24,36.9,0
2026-05-02,G-2101,1311,22,30.88,0
2026-05-03,G-2101,1330,23,31.39,0
2026-05-04,G-2101,1621,28,36.49,0
2026-05-05,G-2101,1908,36,43.78,1
2026-05-06,G-2101,2074,40,49.23,1
2026-05-07,G-2101,2001,34,44.75,0
2026-05-08,G-2101,1600,27,37.41,1
2026-05-09,G-2101,1206,19,28.07,0
2026-05-10,G-2101,1203,20,29.28,0
2026-05-11,G-2101,1620,25,40.24,0
2026-05-12,G-2101,1791,30,40.19,0
2026-05-13,G-2101,1747,32,41.21,0
2026-05-14,G-2101,1815,35,44.65,0
2026-05-15,G-2101,1416,23,32.52,0
2026-05-16,G-2101,1046,16,24.3,0
2026-05-17,G-2101,1155,18,27.45,0
2026-05-18,G-2101,1409,25,35.32,0
2026-05-19,G-2101,1729,29,41.81,1
2026-05-20,G-2101,1937,30,45.3,1
2026-05-21,G-2101,1635,27,36.96,1
2026-05-22,G-2101,1448,25,34.72,0
2026-05-23,G-2101,1227,22,28.98,0
2026-05-24,G-2101,1492,26,35.57,0
2026-05-25,G-2101,1689,28,41.63,1
2026-05-26,G-2101,1911,33,45.84,1
2026-05-27,G-2101,1862,32,45.71,0
2026-05-28,G-2101,1593,28,40.09,0
2026-05-29,G-2101,1331,23,33.61,0
2026-05-30,G-2101,1172,19,26.28,0
2026-05-31,G-2101,1500,28,33.68,0
2026-06-01,G-2101,1953,36,46.44,0
2026-06-02,G-2101,1779,31,46.29,0
2026-06-03,G-2101,1787,33,42.95,0
2026-06-04,G-2101,1982,32,44.6,1
2026-06-05,G-2101,1500,28,33.98,1
2026-06-06,G-2101,1277,25,31.02,0
2026-06-07,G-2101,1282,24,32.62,0
2026-06-08,G-2101,1842,35,43.28,1
2026-06-09,G-2101,2116,39,47.81,1
2026-06-10,G-2101,2059,37,48.06,1
2026-06-11,G-2101,1867,31,46.12,0
2026-06-12,G-2101,1599,28,41.12,0
2026-06-13,G-2101,1277,23,31.07,0
2026-06-14,G-2101,1575,26,38.99,0
2026-06-15,G-2101,1919,36,46.69,1
2026-06-16,G-2101,1676,31,40.44,0
2026-06-17,G-2101,1667,28,42.63,0
2026-06-18,G-2101,1805,31,46.14,1
2026-06-19,G-2101,1750,32,43.59,1
2026-06-20,G-2101,1552,28,37.07,0
2026-06-21,G-2101,1632,28,39.01,0
2026-06-22,G-2101,2044,33,47.28,0
2026-06-23,G-2101,2056,34,48.5,1
2026-06-24,G-2101,2027,35,46.73,2
2026-06-25,G-2101,1879,30,46.63,0
2026-06-26,G-2101,1681,30,39.02,0
2026-06-27,G-2101,1699,31,37.63,0
2026-06-28,G-2101,1650,31,38.81,0
2026-06-29,G-2101,1838,33,44.81,0
2026-06-30,G-2101,2278,46,50.63,0
2026-07-01,G-2101,2263,44,50.91,0
2026-07-02,G-2101,2037,36,47.19,0
2026-07-03,G-2101,1877,31,44.55,0
2026-07-04,G-2101,1291,21,31.14,1
2026-07-05,G-2101,1469,26,34.05,0
2026-07-06,G-2101,1713,27,43.85,0
2026-07-07,G-2101,2081,33,53.5,1
2026-07-08,G-2101,2212,39,54.67,0
2026-07-09,G-2101,2258,42,52.56,1
2026-07-10,G-2101,1939,37,44.73,0
2026-07-11,G-2101,1498,28,34.94,0
2026-07-12,G-2101,1575,29,35.63,0
2026-07-13,G-2101,1853,32,45.12,0
2026-07-14,G-2101,1873,33,46.03,0
2026-07-15,G-2101,1994,35,45.84,0
2026-07-16,G-2101,2188,41,51.74,1
2026-07-17,G-2101,1925,37,42.7,1
2026-07-18,G-2101,1321,24,29.92,0
2026-07-19,G-2101,1453,23,34.29,1
2026-07-20,G-2101,1750,31,45.76,0
2026-07-21,G-2101,2130,41,52.78,1
2026-07-22,G-2101,2152,40,49.73,0
2026-07-23,G-2101,1833,34,45.54,0
2026-07-24,G-2101,1663,28,42.37,0
2026-07-25,G-2101,1335,22,32.42,0
2026-07-26,G-2101,1629,28,37.3,0
2026-07-27,G-2101,2348,41,52.58,0
2026-07-28,G-2101,2126,37,48.27,1
2026-07-29,G-2101,1997,36,49.04,1
2026-07-30,G-2101,2246,40,56.27,0
2026-07-31,G-2101,2253,44,52.74,0
2026-05-01,G-2102,1281,23,28.75,0
2026-05-02,G-2102,1029,17,24.02,1
2026-05-03,G-2102,1193,22,25.79,1
2026-05-04,G-2102,1364,23,28.78,1
2026-05-05,G-2102,1428,22,31.25,0
2026-05-06,G-2102,1521,24,33.92,0
2026-05-07,G-2102,1505,25,33.4,0
2026-05-08,G-2102,1489,22,30.81,0
2026-05-09,G-2102,1087,16,22.77,0
2026-05-10,G-2102,1247,18,26.79,0
2026-05-11,G-2102,1553,23,34.87,0
2026-05-12,G-2102,1444,22,32.01,0
2026-05-13,G-2102,1464,23,30.72,0
2026-05-14,G-2102,1480,25,30.57,1
2026-05-15,G-2102,1295,19,27.37,1
2026-05-16,G-2102,1043,17,21.29,0
2026-05-17,G-2102,1275,22,26.27,0
2026-05-18,G-2102,1425,24,29.13,0
2026-05-19,G-2102,1399,23,29.69,0
2026-05-20,G-2102,1542,25,32.55,0
2026-05-21,G-2102,1645,30,34.44,0
2026-05-22,G-2102,1334,23,28.93,0
2026-05-23,G-2102,1167,20,25.1,0
2026-05-24,G-2102,1454,25,30.2,0
2026-05-25,G-2102,1697,28,37.23,1
2026-05-26,G-2102,1644,26,38.47,0
2026-05-27,G-2102,1638,25,36.97,0
2026-05-28,G-2102,1395,23,31.82,0
2026-05-29,G-2102,1266,20,28.76,1
2026-05-30,G-2102,998,16,21.93,0
2026-05-31,G-2102,1156,18,24.61,0
2026-06-01,G-2102,1392,23,31.07,1
2026-06-02,G-2102,1468,22,32.86,1
2026-06-03,G-2102,1397,22,32.51,0
2026-06-04,G-2102,1372,23,31.08,0
2026-06-05,G-2102,1444,23,30.39,0
2026-06-06,G-2102,1098,19,23.58,0
2026-06-07,G-2102,1262,20,26.51,0
2026-06-08,G-2102,1614,26,35.07,1
2026-06-09,G-2102,1488,27,32.99,1
2026-06-10,G-2102,1534,27,33.96,0
2026-06-11,G-2102,1609,29,36.04,0
2026-06-12,G-2102,1385,24,28.37,0
2026-06-13,G-2102,1059,16,23.33,0
2026-06-14,G-2102,1199,19,28.29,0
2026-06-15,G-2102,1547,25,34.85,0
2026-06-16,G-2102,1833,26,39.83,0
2026-06-17,G-2102,1807,28,37.92,0
2026-06-18,G-2102,1550,28,34.02,0
2026-06-19,G-2102,1511,26,32.45,0
2026-06-20,G-2102,1202,19,25.25,0
2026-06-21,G-2102,1163,20,24.61,0
2026-06-22,G-2102,1612,27,33.49,0
2026-06-23,G-2102,1682,28,36.25,0
2026-06-24,G-2102,1727,31,36.39,1
2026-06-25,G-2102,1395,22,31.48,1
2026-06-26,G-2102,1370,22,31.51,0
2026-06-27,G-2102,1176,19,26.84,1
2026-06-28,G-2102,1273,20,26.64,0
2026-06-29,G-2102,1618,28,32.79,0
2026-06-30,G-2102,1664,25,34.21,0
2026-07-01,G-2102,1531,27,33.15,0
2026-07-02,G-2102,1622,28,35.61,0
2026-07-03,G-2102,1589,24,33.79,0
2026-07-04,G-2102,1150,17,25.69,1
2026-07-05,G-2102,1282,21,29.76,0
2026-07-06,G-2102,1819,33,40.12,0
2026-07-07,G-2102,1765,32,38.3,0
2026-07-08,G-2102,1752,30,38.89,0
2026-07-09,G-2102,1782,29,38.23,0
2026-07-10,G-2102,1287,20,28.98,0
2026-07-11,G-2102,1199,18,25.92,0
2026-07-12,G-2102,1303,20,28.64,0
2026-07-13,G-2102,1465,26,32.88,0
2026-07-14,G-2102,1898,31,40.75,0
2026-07-15,G-2102,1794,27,42.14,0
2026-07-16,G-2102,1666,28,36.59,0
2026-07-17,G-2102,1329,21,28.44,0
2026-07-18,G-2102,936,13,22.4,0
2026-07-19,G-2102,1216,18,27.82,0
2026-07-20,G-2102,1869,31,39.84,1
2026-07-21,G-2102,1898,33,39.32,1
2026-07-22,G-2102,1468,24,33.42,0
2026-07-23,G-2102,1361,22,32.13,0
2026-07-24,G-2102,1404,24,32.23,0
2026-07-25,G-2102,1089,17,25.29,0
2026-07-26,G-2102,1401,24,29.2,0
2026-07-27,G-2102,1799,32,37.53,0
2026-07-28,G-2102,1562,27,35.22,0
2026-07-29,G-2102,1516,22,34.89,1
2026-07-30,G-2102,1332,21,30.96,0
2026-07-31,G-2102,1293,21,31.38,0
2026-05-01,G-2103,1272,22,29.2,1
2026-05-02,G-2103,910,16,22.8,0
2026-05-03,G-2103,903,15,21.54,0
2026-05-04,G-2103,1237,20,30.21,0
2026-05-05,G-2103,1502,27,35.6,0
2026-05-06,G-2103,1383,24,32.62,0
2026-05-07,G-2103,1190,20,28.77,0
2026-05-08,G-2103,1129,18,25.68,1
2026-05-09,G-2103,947,17,22.19,0
2026-05-10,G-2103,1004,18,23.35,0
2026-05-11,G-2103,1220,23,30.02,0
2026-05-12,G-2103,1321,23,32.35,0
2026-05-13,G-2103,1342,25,33.68,1
2026-05-14,G-2103,1379,27,32.89,1
2026-05-15,G-2103,1082,20,26.31,1
2026-05-16,G-2103,990,18,22.3,0
2026-05-17,G-2103,1094,20,26.22,0
2026-05-18,G-2103,1161,20,29.54,1
2026-05-19,G-2103,1187,23,28.03,1
2026-05-20,G-2103,1348,26,30.14,0
2026-05-21,G-2103,1215,23,27.28,0
2026-05-22,G-2103,1224,25,27.37,0
2026-05-23,G-2103,897,17,21.6,0
2026-05-24,G-2103,858,14,21.82,0
2026-05-25,G-2103,1214,22,29.72,0
2026-05-26,G-2103,1438,27,33.27,0
2026-05-27,G-2103,1329,24,32.25,0
2026-05-28,G-2103,1216,19,28.85,0
2026-05-29,G-2103,904,15,21.58,0
2026-05-30,G-2103,816,15,20.08,0
2026-05-31,G-2103,1057,20,25.3,0
2026-06-01,G-2103,1282,25,29.34,1
2026-06-02,G-2103,1241,24,27.43,0
2026-06-03,G-2103,1386,27,32.82,1
2026-06-04,G-2103,1245,24,31.88,0
2026-06-05,G-2103,1038,21,25.32,1
2026-06-06,G-2103,891,17,22.14,0
2026-06-07,G-2103,949,19,23.39,1
2026-06-08,G-2103,1212,22,27.66,0
2026-06-09,G-2103,1255,22,29.9,0
2026-06-10,G-2103,1092,22,27.08,0
2026-06-11,G-2103,1030,21,26.94,1
2026-06-12,G-2103,1095,21,27.12,0
2026-06-13,G-2103,876,16,20.44,0
2026-06-14,G-2103,952,17,23.97,0
2026-06-15,G-2103,1359,25,32.77,0
2026-06-16,G-2103,1354,23,32.77,0
2026-06-17,G-2103,1174,21,27.9,0
2026-06-18,G-2103,953,20,24.62,1
2026-06-19,G-2103,918,18,22.34,0
2026-06-20,G-2103,911,15,21.43,0
2026-06-21,G-2103,956,16,22.48,0
2026-06-22,G-2103,1052,19,26.77,0
2026-06-23,G-2103,1266,26,31.22,0
2026-06-24,G-2103,1423,27,34.38,1
2026-06-25,G-2103,1369,24,31.75,0
2026-06-26,G-2103,1059,21,26.09,0
2026-06-27,G-2103,742,14,19.08,0
2026-06-28,G-2103,882,18,21.77,0
2026-06-29,G-2103,1047,20,26.62,0
2026-06-30,G-2103,1363,25,33.62,1
2026-07-01,G-2103,1400,27,32.75,1
2026-07-02,G-2103,1144,19,28.44,0
2026-07-03,G-2103,976,16,24.7,0
2026-07-04,G-2103,880,16,21.82,0
2026-07-05,G-2103,933,15,21.6,1
2026-07-06,G-2103,1118,18,26.5,1
2026-07-07,G-2103,1211,19,30.26,0
2026-07-08,G-2103,1165,21,27.01,0
2026-07-09,G-2103,1189,23,27.6,1
2026-07-10,G-2103,1072,19,23.7,0
2026-07-11,G-2103,779,14,17.51,0
2026-07-12,G-2103,815,15,18.71,0
2026-07-13,G-2103,1206,25,27.59,1
2026-07-14,G-2103,1309,26,31.37,0
2026-07-15,G-2103,1125,20,27.47,0
2026-07-16,G-2103,947,17,23.84,0
2026-07-17,G-2103,905,17,20.27,0
2026-07-18,G-2103,812,14,18.06,0
2026-07-19,G-2103,925,17,22.21,0
2026-07-20,G-2103,1246,21,30.38,0
2026-07-21,G-2103,1356,23,30.67,0
2026-07-22,G-2103,1337,22,30.99,0
2026-07-23,G-2103,1108,20,27.08,0
2026-07-24,G-2103,1013,17,24.94,0
2026-07-25,G-2103,917,17,21.42,0
2026-07-26,G-2103,834,16,20.5,1
2026-07-27,G-2103,1044,19,25.5,0
2026-07-28,G-2103,1173,23,28.82,1
2026-07-29,G-2103,1137,21,26.08,0
2026-07-30,G-2103,1083,18,25.01,0
2026-07-31,G-2103,1053,18,25.15,0
